name,location,reviews,facilities,price,size,rules,stars
Barbara Studios,"14 Dambergi Str, Rethymno, 74100, Greece",9.6Exceptional 186 reviews,"['Free WiFi', 'Non-smoking rooms']","<span class=""bui-u-sr-only"">
Original price
€ 679
Current price
€ 469
</span>",17 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 10:00 PM and 10:00 AM.', 'Pets\n\n\nPets are not allowed.']",3
Portela Apartments Kastri,"Kastri, Viannos, Keratokampos, 70004, Greece",9.5Exceptional 228 reviews,"['Outdoor swimming pool', 'Free parking', 'Non-smoking rooms', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
$531
Current price
$504
</span>",646 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Georgia Vicky Studios & Apartments,"Akrotiri, Stavros, 30100, Greece",9.5Exceptional 419 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Family rooms', 'Free WiFi']","<span class=""bui-u-sr-only"">
Original price
€ 513
Current price
€ 472
</span>",30 m²,"['Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 9:00 AM.', 'Pets\n\n\nPets are not allowed.']",3
Galini Studios & Apartments,"Sougia, Sougia, 73009, Greece",9.1Wonderful 392 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
CAD 865
</span>",30 m²,"['Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 8:00 AM.', 'Pets\n\n\nPets are not allowed.']",3
Aestas Apartments,"Agia Marina Nea Kydonias, Agia Marina Nea Kydonias, 73100, Greece",8.8Excellent 155 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Non-smoking rooms', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 473
Current price
€ 435
</span>",25 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 2:00 PM and 5:00 PM.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",3
Stairs Homes & Suites,"Rodovani, Kamária, 730 09, Greece",9.6Exceptional 7 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
US$601
Current price
US$553
</span>",40 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Idomeneas Apartments,"Sougia , Sougia, 73009, Greece",9.3Wonderful 344 reviews,"['Free parking', 'Free WiFi', 'Non-smoking rooms', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
£561
Current price
£516
</span>",431 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 10:00 PM and 7:00 AM.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",3
Consolas Gavdos Studios,"Sarakinito, Gavdos, 73001, Greece",8.1Very Good 159 reviews,"['Non-smoking rooms', 'Free parking', 'Beachfront', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
₪ 1,999
</span>",20 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 8:00 AM.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",3
Voula's Casa Di Mare,"Palaikastron, Palekastron, 72300, Greece",8.3Very Good 92 reviews,"['Outdoor swimming pool', 'Free parking', 'Free WiFi', 'Beachfront', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$536
</span>",431 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 2:00 PM and 5:00 PM.', 'Pets\n\n\nPets are not allowed.']",
Stamatakis Boutique Studios,"Samarias, Platanias, 73014, Greece",9.6Exceptional 91 reviews,"['Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$644
</span>",398 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 9:00 AM.', 'Pets\n\n\nPets are not allowed.']",
George Seaside House,"Makrygialos, Pilalímata, 72055, Greece",,"['Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
CAD 721
Current price
CAD 577
</span>",76 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Xenios Dias,"Matala, Matala, 70200, Greece",8.4Very Good 483 reviews,"['Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Free WiFi', 'Family rooms', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
$520
</span>",377 feet²,"['Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 8:00 AM.', 'Pets\n\n\nPets are not allowed.']",
Kionia Apartments,"Kerame, Kerames, 74053, Greece",9.1Wonderful 200 reviews,"['Free parking', 'Free WiFi', 'Beachfront', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$509
</span>",646 feet²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",
Nostalgia Villas,"Chorafakia, Tersanas, 73100, Greece",9.5Exceptional 95 reviews,"['Outdoor swimming pool', 'Free parking', 'Non-smoking rooms', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
PKR 160,818
</span>",65 m²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",3
Irida Aparthotel Malia by Estia,"Main Street, Malia, 70007, Greece",8.2Very Good 58 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free WiFi', 'Beachfront', 'Family rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 510
Current price
€ 469
</span>",30 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",3
Stavros Villas&Apartments,"Gerani, Chania,Crete, Greece, Gerani, 73014, Greece",8.8Excellent 152 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Restaurant', 'Free WiFi', 'Beachfront', 'Bar', 'Excellent Breakfast']","<span class=""bui-u-sr-only"">
Price
$625
</span>",377 feet²,"['Smoking\n\nSmoking is not allowed.', 'Quiet hours\n\n\nGuests need be quiet between 9:00 PM and 10:00 AM.', 'Pets\n\n\nPets are not allowed.']",
Lefka Ori,"Chora Sfakíon, Hora Sfakion, 73100, Greece",7.9Good 451 reviews,"['Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Restaurant', 'Free WiFi', 'Beachfront', 'Family rooms', 'Bar', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Price
$732
</span>",474 feet²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Semeli Studios,"Akti Kanari 15, Chania, 73100, Greece",9.0Wonderful 423 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms', 'Terrace']","<span class=""bui-u-sr-only"">
Price
$644
</span>",646 feet²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nPets are not allowed.']",
Captain Michalis Apartments,"Ειρήνης 80, διπλα στο γήπεδο Γαλατα, Galatás, 73100, Greece",8.2Very Good 6 reviews,"['Free WiFi', 'Non-smoking rooms', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
2,876 zł
Current price
2,653 zł
</span>",40 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Emi Seaside,"5 Koufonisi Str., Amoudara Herakliou, 71414, Greece",9.0Wonderful 321 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Restaurant', 'Free WiFi', 'Beachfront', 'Bar', 'Private beach area', 'Exceptional Breakfast']","<span class=""bui-u-sr-only"">
Original price
$1,192
Current price
$858
</span>",420 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 8:00 AM.', 'Pets\n\n\nPets are not allowed.']",
Solon Apartments,"Maleme, Maleme, 73100, Greece",9.7Exceptional 132 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Beachfront', 'Family rooms', 'Free WiFi', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
$670
</span>",431 feet²,['Pets\n\n\nPets are not allowed.'],
Yasmine Apartments and Rooms,"2nd Parodos Apteron, Kato Daratso, 73100, Greece",8.9Excellent 144 reviews,"['Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Room service', 'Free WiFi', 'Beachfront', 'Family rooms', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Price
$679
</span>",431 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Lidra Rooms,"Kallinikou Sarpaki 3, Chania, 73100, Greece",9.4Wonderful 269 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms', 'Terrace']","<span class=""bui-u-sr-only"">
Price
£559
</span>",646 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 7:00 AM.', 'Pets\n\n\nPets are not allowed.']",3
4S Beach Superior Apartments,"161B Agiou Ioannou Str., Stalís, 70007, Greece",9.6Exceptional 57 reviews,"['Non-smoking rooms', 'Free parking', 'Fitness center', 'Spa', 'Room service', 'Beachfront', 'Facilities for disabled guests', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
RUB 63,219
</span>",45 m²,['Pets\n\n\nFree!\nPets are allowed. No extra charges.'],3
Odyssey Studios,"Melchisedek 27-29, Chania, 73100, Greece",9.5Exceptional 217 reviews,"['Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Family rooms', 'Terrace']","<span class=""bui-u-sr-only"">
Original price
€ 803
Current price
€ 739
</span>",37 m²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nPets are not allowed.']",3
Kasteli Studios & Apartments,"Panormo, Panormos Rethymno, 74057, Greece",7.8Good 313 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Family rooms', 'Bar', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Original price
MXN 19,576
Current price
MXN 9,726
</span>",50 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Nidus President,"Πλατεία Σούδας Όροφος  2, Souda, 73200, Greece",9.4Wonderful 23 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Bar']","<span class=""bui-u-sr-only"">
Price
$524
</span>",377 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Enastron Apartments,"Επαρχιακή Οδός Σητείας - Παλeκάστρου - Βαϊ, Sitia, 72300, Greece",9.3Wonderful 19 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
R$ 3,455
Current price
R$ 3,179
</span>",54 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Vrokastro Apartments,"Istro Kalou Horiou, Istro, 72100, Greece",9.5Exceptional 57 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
CAD 923
Current price
CAD 849
</span>",95 m²,"['Quiet hours\n\n\nGuests need be quiet between 2:00 PM and 5:00 PM.', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",3
Horizon Studios - Apartments,"Rodakino, Rodakino, 74060, Greece",9.4Wonderful 130 reviews,"['Non-smoking rooms', 'Free parking', 'Room service', 'Free WiFi', 'Family rooms', 'Exceptional Breakfast']","<span class=""bui-u-sr-only"">
Price
$772
</span>",969 feet²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Horizon Apartments,"Platanias, Platanias, 73014, Greece",9.2Wonderful 80 reviews,"['Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
¥119,834
Current price
¥113,842
</span>",90 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Senaon Urban Living,"21 Taxiarchou Markopoulou, Heraklio, 71201, Greece",8.7Excellent 54 reviews,"['Airport shuttle', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
CAD 940
</span>",48 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 7:00 AM.', 'Pets\n\n\nPets are not allowed.']",3
Casa Di Angelo,"ΠΡΟΚΟΠΗ, Stérnai, 73100, Greece",9.0Wonderful 3 reviews,"['Non-smoking rooms', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
$697
</span>",700 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Villa Dina Apartments,"Almyrida apokoronou, Almyrida, 73008, Greece",9.3Wonderful 38 reviews,"['Non-smoking rooms', 'Free WiFi', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
€ 600
</span>",60 m²,"['Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 12:00 AM and 8:00 AM.', 'Pets\n\n\nPets are not allowed.']",3
Magia Apartments,"Antoniou Aretaki 6, Chania, 73100, Greece",8.8Excellent 165 reviews,"['Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Free WiFi', 'Beachfront', 'Family rooms', 'Terrace']","<span class=""bui-u-sr-only"">
Price
$724
</span>",377 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 9:00 AM.', 'Pets\n\n\nPets are not allowed.']",
Olivar Suites,"Kouremenos Beach Road, Palekastron, 72300, Greece",9.5Exceptional 38 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$611
</span>",355 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 3:00 PM and 5:00 PM.', 'Pets\n\n\nPets are not allowed.']",
Earini Rooms And Apartments,"Halidon 27, Chania, 73100, Greece",8.5Very Good 329 reviews,"['Free parking', 'Free WiFi', 'Family rooms', 'Terrace']","<span class=""bui-u-sr-only"">
Price
£559
</span>",431 feet²,['Pets\n\n\nPets are not allowed.'],3
Villa Alexander,"Ariadnis Street, Kalathas, 73100, Greece",9.1Wonderful 137 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
CAD 1,009
</span>",80 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Village Little House,"Roustika, Roústika, 74058, Greece",9.7Exceptional 6 reviews,"['Free WiFi', 'Airport shuttle', 'Free parking', 'Room service', 'Family rooms', 'Spa']","<span class=""bui-u-sr-only"">
Original price
3,371 zł
Current price
2,171 zł
</span>",42 m²,['Pets\n\n\nFree!\nPets are allowed. No extra charges.'],3
Kosmos A.G.K Studios-Apts,"Agioi Apostoli, Kato Daratso, 73100, Greece",9.3Wonderful 194 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
CAD 901
</span>",60 m²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nPets are not allowed.']",3
Olivar Suites,"Kouremenos Beach Road, Palekastron, 72300, Greece",9.5Exceptional 38 reviews,"['Non-smoking rooms', 'Free WiFi', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 573
Current price
€ 527
</span>",33 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 3:00 PM and 5:00 PM.', 'Pets\n\n\nPets are not allowed.']",3
Earini Rooms And Apartments,"Halidon 27, Chania, 73100, Greece",8.5Very Good 329 reviews,"['Free parking', 'Free WiFi', 'Family rooms', 'Terrace']","<span class=""bui-u-sr-only"">
Price
¥97,365
</span>",40 m²,['Pets\n\n\nPets are not allowed.'],3
Amoudara Suites,"Syrou 2, Amoudara Herakliou, 71414, Greece",9.1Wonderful 206 reviews,"['Non-smoking rooms', 'Airport shuttle (free)', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
2,696 zł
Current price
2,292 zł
</span>",55 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 1:00 PM and 6:00 PM.', 'Pets\n\n\nPets are not allowed.']",3
Villa Alexander,"Ariadnis Street, Kalathas, 73100, Greece",9.1Wonderful 137 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
DOP 27,852
</span>",25 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Kasteli Studios & Apartments,"Panormo, Panormos Rethymno, 74057, Greece",7.8Good 313 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Family rooms', 'Bar', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Original price
CAD 1,252
Current price
CAD 676
</span>",50 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Village Little House,"Roustika, Roústika, 74058, Greece",9.7Exceptional 6 reviews,"['Free parking', 'Airport shuttle', 'Room service', 'Free WiFi', 'Spa', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
$804
Current price
$563
</span>",452 feet²,['Pets\n\n\nFree!\nPets are allowed. No extra charges.'],
Kosmos A.G.K Studios-Apts,"Agioi Apostoli, Kato Daratso, 73100, Greece",9.3Wonderful 194 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
£539
</span>",646 feet²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nPets are not allowed.']",3
Iriana's Apartments in Center,"Efedron Polemiston 166, Chania, 73136, Greece",9.2Wonderful 88 reviews,"['Free parking', 'Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Family rooms', 'Terrace']","<span class=""bui-u-sr-only"">
Original price
₹ 48,556
Current price
₹ 44,672
</span>",44 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 7:00 AM.', 'Pets\n\n\nPets are not allowed.']",3
Egli,"Stalós, Stalos, 73100, Greece",8.5Very Good 123 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$520
</span>",301 feet²,"['Quiet hours\n\n\nGuests need be quiet between 3:00 PM and 5:00 PM.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",
Castello Apartments & Studios,"Plakias, Plakias, 74060, Greece",8.7Excellent 354 reviews,"['Non-smoking rooms', 'Airport shuttle (free)', 'Free parking', 'Facilities for disabled guests', 'Free WiFi', 'Family rooms', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
CAD 750
</span>",60 m²,['Pets\n\n\nPets are allowed on request. Charges may apply.'],3
Irinoula Dreams,"Main Street, Kolymvari, 73100, Greece",9.2Wonderful 138 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Facilities for disabled guests', 'Family rooms', 'Beachfront', 'Free WiFi', 'Bar', 'Exceptional Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 497
</span>",26 m²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nPets are not allowed.']",3
Melina Apartments,"Agias Layras 20 1st floor, Chania, 73132, Greece",8.6Excellent 340 reviews,"['Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$708
</span>",452 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Alexandra's Apartments,"Μαυρεδακίδων, Kounoupidhianá, 73100, Greece",8.8Excellent 15 reviews,"['Free WiFi', 'Free parking', 'Room service']","<span class=""bui-u-sr-only"">
Original price
€ 475
Current price
€ 437
</span>",40 m²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Mirthios-Hill Apartments,"Mirthios Village, Myrthios, 74060, Greece",8.9Excellent 17 reviews,"['Non-smoking rooms', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 500
Current price
€ 460
</span>",40 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 3:00 PM and 5:00 PM.', 'Pets\n\n\nPets are not allowed.']",3
"Jasmine Suites ""By Checkin""","Sisi, Sisi, 72054, Greece",9.7Exceptional 4 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Family rooms', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
$521
</span>",431 feet²,['Pets\n\n\nPets are not allowed.'],
Vakakis Family Luxury Studios 2,"Παλαιόχωρα, Palaiochora, 73001, Greece",9.6Exceptional 14 reviews,"['Free parking', 'Free WiFi']","<span class=""bui-u-sr-only"">
Original price
MXN 9,844
Current price
MXN 9,057
</span>",37 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Nikis Apartments Kisamos,"Drapanias 0 Ground Floor, Drapaniás, 73400, Greece",9.4Wonderful 22 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
SEK 11,319
Current price
SEK 7,923
</span>",25 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
