name,location,reviews,facilities,price,size,rules,stars
Sunset View Hotel,"Klimata, Parikia, 84400, Greece",8.8Excellent 650 reviews,"['2 swimming pools', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Room service', 'Restaurant', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
$2,360
</span>",484 feet²,['Pets\n\n\nPets are not allowed.'],
Poseidon of Paros Hotel & Spa,"Main Street, Chrissi Akti, 84400, Greece",9.0Wonderful 187 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Beachfront', 'Spa', 'Free parking', 'Restaurant', 'Fitness center', 'Bar', 'Excellent Breakfast']","<span class=""bui-u-sr-only"">
Price
$1,800
</span>",269 feet²,['Pets\n\n\nPets are not allowed.'],
Villa Leo - Unique & Calm,"Kalami Paroikia, Kampos Paros, 84400, Greece",10Exceptional 5 reviews,"['Outdoor swimming pool', 'Free parking', 'Free WiFi', 'Airport shuttle']","<span class=""bui-u-sr-only"">
Price
$4,261
</span>",1184 feet²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nPets are not allowed.']",
Elena Studios & Apartments,"Piso Livadi, Piso Livadi, 84400, Greece",9.3Wonderful 292 reviews,"['Free WiFi', 'Airport shuttle', 'Non-smoking rooms', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 703
Current price
€ 647
</span>",25 m²,"['Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 7:00 AM.', 'Pets\n\n\nPets are not allowed.']",3
Holidays in Paros,"Aliki, Aliki, 84400, Greece",8.7Excellent 116 reviews,"['Free WiFi', 'Non-smoking rooms', 'Free parking', 'Room service', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 473
Current price
€ 435
</span>",16 m²,"['Smoking\n\nSmoking is not allowed.', 'Quiet hours\n\n\nGuests need be quiet between 3:00 PM and 5:00 PM.', 'Pets\n\n\nPets are not allowed.']",3
Irenes View Apartments,"Agia Irini, Pounda, Agia Irini Paros, 84400, Greece",9.5Exceptional 46 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Free WiFi', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 1,320
Current price
€ 1,214
</span>",36 m²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are allowed on request. Charges may apply.']",4
Selina Paros,"Pounda Paros, Pounda, 84400, Greece",7.2Good 168 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Fitness center', 'Restaurant', 'Family rooms', 'Bar', 'Private beach area', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
$1,125
Current price
$956
</span>",237 feet²,['Pets\n\n\nPets are allowed. Charges may apply.'],
Hotel Senia - Onar Hotels Collection,"Naoussa, Naousa, 84401, Greece",9.2Wonderful 537 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Free parking', 'Restaurant', 'Family rooms', 'Room service', 'Beachfront', 'Bar']","<span class=""bui-u-sr-only"">
Original price
€ 4,433
Current price
€ 3,467
</span>",45 m²,['Pets\n\n\nFree!\nPets are allowed. No extra charges.'],
Aloni Hotel,"Main Street, Piso Livadi, 84400, Greece",8.7Excellent 134 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
$1,282
</span>",161 feet²,['Pets\n\n\nPets are not allowed.'],
Yades Suites & Spa - Adults only,"Vounali, Naousa, 84401, Greece",9.1Wonderful 194 reviews,"['Non-smoking rooms', 'Free WiFi', 'Free parking', 'Spa', 'Excellent Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 1,563
</span>",30 m²,['Pets\n\n\nPets are not allowed.'],4
Villa Irini,"Naousa, Naousa, 84401, Greece",9.2Wonderful 329 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free WiFi', 'Family rooms', 'Room service', 'Beachfront', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 1,603
</span>",25 m²,"['Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 8:00 AM.', 'Pets\n\n\nPets are not allowed.']",3
Nissiotiko Hotel,"Drios, Drios, 84400, Greece",9.2Wonderful 163 reviews,"['Non-smoking rooms', 'Free parking', 'Beachfront', 'Free WiFi']","<span class=""bui-u-sr-only"">
Original price
₪ 3,317
Current price
₪ 3,051
</span>",18 m²,['Pets\n\n\nPets are not allowed.'],3
Cactus Beach Paros,"Logaras Beach cactus, Logaras, 84400, Greece",8.5Very Good 150 reviews,"['Free parking', 'Non-smoking rooms', 'Room service', 'Beachfront', 'Restaurant', 'Airport shuttle', 'Free WiFi', 'Bar']","<span class=""bui-u-sr-only"">
Price
EGP 18,642
</span>",25 m²,['Pets\n\n\nPets are not allowed.'],3
Hotel Cyclades,"Parikia, Parikia, 84400, Greece",9.0Wonderful 237 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms', 'Tea/Coffee Maker in All Rooms', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
$888
</span>",172 feet²,['Pets\n\n\nPets are not allowed.'],
Katerina mare,"Naousa, Naousa, 84400, Greece",9.3Wonderful 135 reviews,"['Free WiFi', 'Airport shuttle', 'Non-smoking rooms', 'Free parking', 'Beachfront', 'Family rooms', 'Excellent Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 3,378
</span>",58 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",4
Maryo Village,"Naoussa, Naousa, 84400, Greece",9.3Wonderful 231 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle (free)', 'Room service', 'Free WiFi', 'Bar', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Price
$1,008
</span>",280 feet²,['Pets\n\n\nPets are not allowed.'],
Ostria Studios & Apartments,"Aliki, Aliki, 84400, Greece",8.8Excellent 174 reviews,"['Non-smoking rooms', 'Beachfront', 'Facilities for disabled guests', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
RUB 115,974
</span>",51 m²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nPets are allowed on request. Charges may apply.']",3
Horizon Sublime Pool Residence,"Glisidia, Kampos Paros, 84400, Greece",,"['Swimming pool', 'Non-smoking rooms', 'Free parking', 'Free WiFi', 'Fitness center']","<span class=""bui-u-sr-only"">
Price
CAD 9,848
</span>",510 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",4
Anna Platanou Hotel,"Parikia, Parikia, 84400, Greece",8.8Excellent 343 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Free WiFi', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
$912
</span>",183 feet²,['Pets\n\n\nPets are not allowed.'],
Acquamarina Resort,"Nea Chrisi Akti, Chrissi Akti, 84400, Greece",8.8Excellent 86 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Beachfront', 'Free parking', 'Restaurant', 'Room service', 'Bar', 'Private beach area', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Original price
$1,377
Current price
$1,287
</span>",484 feet²,['Pets\n\n\nPets are not allowed.'],
Acquamarina Resort,"Nea Chrisi Akti, Chrissi Akti, 84400, Greece",,,,,[],
Sandaya Luxury Suites,"Naousa, Naousa, 84401, Greece",8.8Excellent 272 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Free parking', 'Restaurant', 'Room service', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 4,160
Current price
€ 3,066
</span>",20 m²,['Pets\n\n\nPets are not allowed.'],4
Cleopatra Seaside Homes,"Logaras, Piso Livadi, 84400, Greece",8.8Excellent 163 reviews,"['Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Beachfront', 'Free WiFi', 'Family rooms', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Original price
RUB 249,867
Current price
RUB 172,408
</span>",55 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 8:00 AM.', 'Pets\n\n\nPets are allowed. Charges may apply.']",4
Argonauta Hotel,"Main Street, Parikia, 84400, Greece",9.0Wonderful 467 reviews,"['Non-smoking rooms', 'Free parking', 'Restaurant', 'Free WiFi', 'Bar', 'Exceptional Breakfast']","<span class=""bui-u-sr-only"">
Price
$1,019
</span>",215 feet²,['Pets\n\n\nPets are not allowed.'],
"Quartano Luxury Cycladic Residence, Adults Only (13+)","Naousa Plaka, Naousa, 84401, Greece",9.1Wonderful 251 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Room service', 'Free WiFi', 'Family rooms', 'Bar', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Price
$2,191
</span>",215 feet²,['Pets\n\n\nPets are not allowed.'],
CIEL Brand New Villa with Private Pool in Isterni,"isterni paros, Isterni, 84401, Greece",9.7Exceptional 3 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
CAD 3,723
</span>",125 m²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",4
Parosland Hotel,"Aliki Parou, Aliki, 84400, Greece",8.9Excellent 115 reviews,"['2 swimming pools', 'Non-smoking rooms', 'Free parking', 'Fitness center', 'Room service', 'Restaurant', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
$869
</span>",237 feet²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],
Asteras Paradise,"Peripheral Street Naousa- Marpissa , Naousa, 84401, Greece",8.0Very Good 214 reviews,"['2 swimming pools', 'Non-smoking rooms', 'Free WiFi', 'Free parking', 'Restaurant', 'Family rooms', 'Room service', 'Bar', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 936
Current price
€ 863
</span>",17 m²,['Pets\n\n\nPets are not allowed.'],4
Paros Five Senses,"Επαρχιακή Οδός Παροικιάς-Πούντας, Parasporos, 84400, Greece",9.8Exceptional 24 reviews,"['Airport shuttle', 'Non-smoking rooms', 'Free parking', 'Family rooms', 'Free WiFi', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
4,730 zł
Current price
4,352 zł
</span>",15 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Celia Villa with Sea & Sunset View,"Kampos, Kampos Paros, 84400, Greece",,"['Free parking', 'Non-smoking rooms', 'Free WiFi', 'Airport shuttle', 'Private beach area']","<span class=""bui-u-sr-only"">
Price
$3,516
</span>",2530 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Anna Platanou Suites,"Parikia, Agia Irini Paros, 84400, Greece",9.3Wonderful 153 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Room service', 'Free parking', 'Free WiFi', 'Bar']","<span class=""bui-u-sr-only"">
Price
CAD 2,307
</span>",25 m²,['Pets\n\n\nPets are not allowed.'],
Hotel Naoussa,"Main Crossing Naoussa - Kolymbithres, Naousa, 84401, Greece",7.9Good 110 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Facilities for disabled guests', 'Free parking', 'Family rooms', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 773
Current price
€ 711
</span>",21 m²,['Pets\n\n\nPets are not allowed.'],3
Central Boutique Hotel by naoussa hills adults only,"naoussa XIROPOTAMOS, Naousa, 84401, Greece",8.4Very Good 151 reviews,"['Airport shuttle', 'Non-smoking rooms', 'Room service', 'Free WiFi', 'Tea/Coffee Maker in All Rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
£1,130
</span>",291 feet²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],4
Anemoi Resort,"Naoussa, Naousa, 84400, Greece",8.3Very Good 181 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Restaurant', 'Free WiFi', 'Family rooms', 'Bar', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Price
$1,582
</span>",323 feet²,['Pets\n\n\nPets are allowed on request. Charges may apply.'],
Kandiani Bleu Ciel,"Agioi Anargiroi Area, Naousa, 84401, Greece",9.5Exceptional 266 reviews,"['Non-smoking rooms', 'Free parking', 'Beachfront', 'Free WiFi', 'Family rooms', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
RUB 165,677
</span>",25 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 8:00 AM.', 'Pets\n\n\nPets are not allowed.']",4
Panos Luxury Studios,"Parikia, Parikia, 84400, Greece",8.9Excellent 202 reviews,"['Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Free parking', 'Room service', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
4,258 zł
Current price
3,918 zł
</span>",25 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 1:00 AM and 9:00 AM.', 'Pets\n\n\nPets are not allowed.']",3
Irene Hotel - Beachfront,"Parikia, Parikia, 84400, Greece",8.6Excellent 276 reviews,"['Non-smoking rooms', 'Free WiFi', 'Facilities for disabled guests', 'Free parking', 'Beachfront', 'Bar']","<span class=""bui-u-sr-only"">
Price
€ 1,038
</span>",18 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],2
Kouros Blanc,"ΣΩΤΗΡΕΣ, Pounda, 84400, Greece",9.6Exceptional 16 reviews,"['Outdoor swimming pool', 'Airport shuttle (free)', 'Free WiFi', 'Non-smoking rooms', 'Free parking', 'Restaurant', 'Facilities for disabled guests', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 2,270
Current price
€ 2,090
</span>",23 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],5
Summer Senses Luxury Resort,"Punda Beach Marpissa, Logaras, 84400, Greece",9.2Wonderful 328 reviews,"['3 swimming pools', 'Free WiFi', 'Airport shuttle', 'Non-smoking rooms', 'Spa', 'Fitness center', 'Facilities for disabled guests', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Exceptional Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 2,004
</span>",25 m²,['Pets\n\n\nPets are not allowed.'],5
Ragoussis House,"Logaras Beach, Logaras, 84400, Greece",9.0Wonderful 113 reviews,"['Non-smoking rooms', 'Free parking', 'Beachfront', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
₪ 3,257
</span>",30 m²,"['Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 3:00 PM and 6:00 PM.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",3
Ragoussis House,"Logaras Beach, Logaras, 84400, Greece",,,,,[],
Holidays in Paros,"Aliki, Aliki, 84400, Greece",8.7Excellent 116 reviews,"['Non-smoking rooms', 'Free parking', 'Room service', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$456
</span>",172 feet²,"['Smoking\n\nSmoking is not allowed.', 'Quiet hours\n\n\nGuests need be quiet between 3:00 PM and 5:00 PM.', 'Pets\n\n\nPets are not allowed.']",
Saint George Hotel,"Nea Chrissi Akti Beach, Chrissi Akti, 84400, Greece",8.9Excellent 212 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Non-smoking rooms', 'Beachfront', 'Restaurant', 'Facilities for disabled guests', 'Free parking', 'Room service', 'Bar', 'Excellent Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 1,991
</span>",30 m²,['Pets\n\n\nPets are not allowed.'],4
Helliniko Hotel,"Livadia, Parikia, 84400, Greece",8.5Very Good 304 reviews,"['Non-smoking rooms', 'Free WiFi', 'Family rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
$992
</span>",388 feet²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],
Sunset Studios and Apartments for Adults only,"Naousa, Naousa, 84401, Greece",9.3Wonderful 54 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$1,440
</span>",700 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 5:00 AM.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",
Margarita Studios Ambelas,"Main Street, Ambelas, 84401, Greece",9.2Wonderful 147 reviews,"['2 swimming pools', 'Non-smoking rooms', 'Airport shuttle', 'Restaurant', 'Room service', 'Free WiFi', 'Free parking', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
$750
</span>",226 feet²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],
Parian Lithos Residence,"Naoussa, Naousa, 84401, Greece",9.6Exceptional 235 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Room service', 'Free WiFi', 'Beachfront', 'Family rooms', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Exceptional Breakfast']","<span class=""bui-u-sr-only"">
Price
$1,656
</span>",215 feet²,['Pets\n\n\nPets are not allowed.'],
Irenes View Apartments,"Agia Irini, Pounda, Agia Irini Paros, 84400, Greece",9.5Exceptional 46 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Free WiFi', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$1,609
</span>",388 feet²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are allowed on request. Charges may apply.']",
Kanale's Rooms & Suites,"Piperi, Naousa, 84401, Greece",8.9Excellent 290 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Facilities for disabled guests', 'Restaurant', 'Free parking', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Exceptional Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 2,348
</span>",24 m²,['Pets\n\n\nPets are allowed on request. Charges may apply.'],
Doukissa,"Parikia, Parikia, 84400, Greece",9.0Wonderful 203 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
$1,233
</span>",205 feet²,['Pets\n\n\nPets are not allowed.'],
Calme Boutique Hotel - Adults Only,"Drios, Drios, 84400, Greece",9.3Wonderful 57 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Non-smoking rooms', 'Fitness center', 'Restaurant', 'Free parking', 'Room service', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
€ 3,636
</span>",33 m²,['Pets\n\n\nPets are not allowed.'],5
Aspries Suites,"Piso Livadi Ground floor, Piso Livadi, 84400, Greece",9.6Exceptional 80 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$670
</span>",301 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 2:00 PM and 6:00 PM.', 'Pets\n\n\nPets are not allowed.']",
Marioly Studios,"Parikia, Parikia, 84400, Greece",9.4Wonderful 169 reviews,"['Free parking', 'Non-smoking rooms', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
EGP 33,970
</span>",36 m²,"['Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 3:00 PM and 5:00 PM.', 'Pets\n\n\nPets are not allowed.']",3
Vassiliki Rooms,"Livadia, Parikia, 84400, Greece",9.4Wonderful 206 reviews,"['Airport shuttle', 'Free WiFi', 'Free parking']","<span class=""bui-u-sr-only"">
Original price
€ 753
Current price
€ 693
</span>",20 m²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",3
Minois - Small Luxury Hotels of the World,"Parikia, Parasporos, 84400, Greece",8.7Excellent 124 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Spa', 'Room service', 'Restaurant', 'Free parking', 'Family rooms', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
$3,421
</span>",301 feet²,['Pets\n\n\nPets are not allowed.'],
Hotel Fisilanis,"Logaras , Logaras, 84400, Greece",8.5Very Good 172 reviews,"['Room service', 'Facilities for disabled guests', 'Restaurant', 'Free WiFi', 'Beachfront', 'Family rooms', 'Bar', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Price
$362
</span>",161 feet²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],
Acron Villas,"Kolybithres, Kolympithres, 84401, Greece",9.1Wonderful 55 reviews,"['Non-smoking rooms', 'Airport shuttle', 'Room service', 'Free WiFi', 'Family rooms', 'Tea/Coffee Maker in All Rooms']","<span class=""bui-u-sr-only"">
Price
£2,219
</span>",1152 feet²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],
Akrotiri Hotel,"Krotiri, Parikia, 84400, Greece",9.3Wonderful 714 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Room service', 'Free WiFi', 'Family rooms', 'Bar', 'Exceptional Breakfast']","<span class=""bui-u-sr-only"">
Price
$1,233
</span>",161 feet²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],
