name,location,reviews,facilities,price,size,rules,stars
Portela Apartments Kastri,"Kastri, Viannos, Keratokampos, 70004, Greece",9.5Exceptional 228 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Free parking', 'Non-smoking rooms', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 373
Current price
€ 354
</span>",60 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Aestas Apartments,"Agia Marina Nea Kydonias, Agia Marina Nea Kydonias, 73100, Greece",8.8Excellent 155 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Non-smoking rooms', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 426
Current price
€ 392
</span>",25 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 2:00 PM and 5:00 PM.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",3
Elva Creta,"Εκάβης, Thérissos, 71304, Greece",9.7Exceptional 25 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Fitness center', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$280
</span>",431 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 7:00 AM.', 'Pets\n\n\nPets are not allowed.']",
Stamatakis Boutique Studios,"Samarias, Platanias, 73014, Greece",9.6Exceptional 91 reviews,"['Free WiFi', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 453
Current price
€ 417
</span>",25 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 9:00 AM.', 'Pets\n\n\nPets are not allowed.']",3
George Seaside House,"Makrygialos, Pilalímata, 72055, Greece",,"['Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
SAR 2,011
Current price
SAR 1,609
</span>",76 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Xenios Dias,"Matala, Matala, 70200, Greece",8.4Very Good 482 reviews,"['Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Free WiFi', 'Family rooms', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
PEN 1,583
</span>",35 m²,"['Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 8:00 AM.', 'Pets\n\n\nPets are not allowed.']",3
Mirage Studios,"87, Dimokratias Str., Malia, 70007, Greece",9.0Wonderful 304 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Free WiFi', 'Bar', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Price
CAD 461
</span>",20 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Irida Aparthotel Malia by Estia,"Main Street, Malia, 70007, Greece",8.2Very Good 58 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Family rooms', 'Beachfront', 'Free WiFi', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 425
</span>",25 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",3
Helios Apartments,"Plakias, Plakias, 74060, Greece",8.7Excellent 86 reviews,"['Free parking', 'Airport shuttle', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
₹ 25,346
</span>",35 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 8:00 AM.', 'Pets\n\n\nPets are not allowed.']",3
Fontana Leone,"26 Επαρχιακή Οδός Ρέθυμνου-Αγίας Γαλήνης, Spílion, 74053, Greece",9.4Wonderful 15 reviews,"['Free parking', 'Free WiFi']","<span class=""bui-u-sr-only"">
Original price
EGP 11,991
Current price
EGP 11,032
</span>",70 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Captain Tom,"Frangokástellon	, Frangokastello, 73011, Greece",9.3Wonderful 355 reviews,"['2 swimming pools', 'Free parking', 'Free WiFi', 'Room service', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
$375
</span>",323 feet²,"['Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 10:00 PM and 9:00 AM.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",
Nektarios Village House,"Fourni, Neápolis, 72400, Greece",9.1Wonderful 22 reviews,"['Non-smoking rooms', 'Free parking', 'Family rooms', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
$238
</span>",517 feet²,"['Quiet hours\n\n\nGuests need be quiet between 2:00 PM and 5:00 PM.', 'Pets\n\n\nPets are not allowed.']",
Kallithea Studios,"G. Papandreou 2, Rethymno, 74100, Greece",9.2Wonderful 284 reviews,"['Non-smoking rooms', 'Free WiFi', 'Bar']","<span class=""bui-u-sr-only"">
Price
€ 325
</span>",,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 8:00 AM.', 'Pets\n\n\nPets are not allowed.']",3
Galini Apartments,"Unnamed Street, Lentas, 70400, Greece",9.4Wonderful 90 reviews,"['Free parking', 'Family rooms', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
₹ 21,188
</span>",35 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Villa Aliki,"Mirtos, Myrtos, 72056, Greece",9.1Wonderful 95 reviews,"['Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$461
</span>",431 feet²,"['Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 10:00 PM and 8:00 AM.', 'Pets\n\n\nPets are allowed. Charges may apply.']",
Fontana Leone,"26 Επαρχιακή Οδός Ρέθυμνου-Αγίας Γαλήνης, Spílion, 74053, Greece",9.4Wonderful 15 reviews,"['Free WiFi', 'Free parking']","<span class=""bui-u-sr-only"">
Original price
€ 362
Current price
€ 333
</span>",70 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Captain Tom,"Frangokástellon	, Frangokastello, 73011, Greece",9.3Wonderful 355 reviews,"['2 swimming pools', 'Free WiFi', 'Free parking', 'Room service', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
£303
</span>",323 feet²,"['Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 10:00 PM and 9:00 AM.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",3
Nektarios Village House,"Fourni, Neápolis, 72400, Greece",9.1Wonderful 22 reviews,"['Non-smoking rooms', 'Free parking', 'Family rooms', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
$251
</span>",517 feet²,"['Quiet hours\n\n\nGuests need be quiet between 2:00 PM and 5:00 PM.', 'Pets\n\n\nPets are not allowed.']",
Kallithea Studios,"G. Papandreou 2, Rethymno, 74100, Greece",9.2Wonderful 284 reviews,"['Non-smoking rooms', 'Free WiFi', 'Bar']","<span class=""bui-u-sr-only"">
Price
$349
</span>",,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 8:00 AM.', 'Pets\n\n\nPets are not allowed.']",
Castello Apartments,"Panormo, Panormos Rethymno, 74057, Greece",9.0Wonderful 218 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Beachfront', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$410
</span>",484 feet²,['Pets\n\n\nPets are not allowed.'],
Villa Aliki,"Mirtos, Myrtos, 72056, Greece",9.1Wonderful 95 reviews,"['Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
RUB 37,495
</span>",40 m²,"['Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 10:00 PM and 8:00 AM.', 'Pets\n\n\nPets are allowed. Charges may apply.']",3
Lefka Ori,"Chora Sfakíon, Hora Sfakion, 73100, Greece",7.9Good 451 reviews,"['Free parking', 'Non-smoking rooms', 'Airport shuttle', 'Restaurant', 'Beachfront', 'Free WiFi', 'Family rooms', 'Bar', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Price
MYR 1,841
</span>",35 m²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Maria's Studio No2 in Heraklion,"13 Μύρωνος, Thérissos, 71410, Greece",9.1Wonderful 40 reviews,"['Non-smoking rooms', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
$291
</span>",248 feet²,"['Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 3:00 PM and 5:00 PM.', 'Pets\n\n\nPets are not allowed.']",
Elia Meronas,"Meronas, Méronas, 74061, Greece",8.9Excellent 158 reviews,"['Outdoor swimming pool', 'Free WiFi', 'Non-smoking rooms', 'Free parking', 'Family rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 275
Current price
€ 253
</span>",40 m²,"['Smoking\n\nSmoking is not allowed.', 'Quiet hours\n\n\nGuests need be quiet between 3:00 PM and 5:00 PM.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",3
Plakalona Apartments,"Exopoli Chania, Exopoli, 73008, Greece",9.0Wonderful 32 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free WiFi', 'Free parking']","<span class=""bui-u-sr-only"">
Price
€ 275
</span>",45 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],3
Kasteli Studios & Apartments,"Panormo, Panormos Rethymno, 74057, Greece",7.8Good 313 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Family rooms', 'Bar', 'Good Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 520
Current price
€ 264
</span>",15 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Ierapetra La Luna Blu,"Ferma, Epar-Od Ierapetras- Sitias, Ferma, 72200, Greece",8.9Excellent 41 reviews,"['Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$274
</span>",377 feet²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nPets are allowed on request. Charges may apply.']",
Villa Daskalogianni,"Kerasia, Vlakhianá, 70011, Greece",8.8Excellent 68 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Room service', 'Free WiFi', 'Restaurant', 'Free parking', 'Family rooms', 'Excellent Breakfast']",,,"['Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 12:00 AM and 7:00 AM.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",
Artemis apartment first floor,"6 Irinis, Elounda, 72053, Greece",,"['Non-smoking rooms', 'Free parking', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
AED 1,280
</span>",23 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Liviko View,"Xerokampos, Xerokampos, 72059, Greece",9.2Wonderful 42 reviews,"['Free parking', 'Non-smoking rooms', 'Free WiFi', 'Beachfront', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$402
</span>",431 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Panorama Apartment,"Kefali, Kefálion, 73132, Greece",9.4Wonderful 173 reviews,"['Non-smoking rooms', 'Free WiFi', 'Free parking', 'Room service', 'Restaurant', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Original price
€ 403
Current price
€ 371
</span>",90 m²,"['Smoking\n\nSmoking is not allowed.', 'Quiet hours\n\n\nGuests need be quiet between 12:00 PM and 4:00 PM.', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",3
Aptera Paradise,"Aptera, Megála Khoráfia, Chania, Megála Khoráfia, 73100, Greece",9.1Wonderful 63 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Family rooms', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
$322
</span>",269 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 7:00 AM.', 'Pets\n\n\nPets are not allowed.']",
Nidus President,"Πλατεία Σούδας Όροφος  2, Souda, 73200, Greece",9.4Wonderful 23 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Bar']","<span class=""bui-u-sr-only"">
Original price
₪ 1,965
Current price
₪ 1,808
</span>",35 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Bella Vista,"Bali , Bali, 74057, Greece",9.2Wonderful 130 reviews,"['Non-smoking rooms', 'Room service', 'Beachfront', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
RUB 27,467
</span>",45 m²,['Pets\n\n\nPets are allowed on request. Charges may apply.'],3
Eirini Apts On the beach,"Psari Forada, Psari Forada, 70004, Greece",9.4Wonderful 38 reviews,"['Free parking', 'Beachfront', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
€ 450
</span>",35 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",3
Almyra Apartments,"Sfakaki, Sfakaki, 74100, Greece",8.9Excellent 53 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Free WiFi', 'Non-smoking rooms', 'Free parking', 'Beachfront', 'Family rooms', 'Private beach area']","<span class=""bui-u-sr-only"">
Price
€ 282
</span>",35 m²,"['Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 10:00 PM and 9:00 AM.', 'Pets\n\n\nPets are not allowed.']",3
Vrokastro Apartments,"Istro Kalou Horiou, Istro, 72100, Greece",9.5Exceptional 57 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
CAD 634
</span>",65 m²,"['Quiet hours\n\n\nGuests need be quiet between 2:00 PM and 5:00 PM.', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",3
Kalyves Bay,"Kalyves, Kalyves, 73003, Greece",9.1Wonderful 73 reviews,"['Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 376
Current price
€ 346
</span>",40 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],3
Marathi Panorama Rooms,"Marathi Akrotiri, Marathi, 73100, Greece",8.1Very Good 53 reviews,"['Free parking', 'Non-smoking rooms', 'Free WiFi', 'Room service']","<span class=""bui-u-sr-only"">
Price
$295
</span>",258 feet²,"['Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 7:00 AM.', 'Pets\n\n\nPets are not allowed.']",
blue sea suites,"Τσούτσουρος, Tsoutsouros, 70010, Greece",9.3Wonderful 23 reviews,"['Non-smoking rooms', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
BDT 51,778
Current price
BDT 47,636
</span>",60 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Amoudara Suites,"Syrou 2, Amoudara Herakliou, 71414, Greece",9.1Wonderful 206 reviews,"['Non-smoking rooms', 'Airport shuttle (free)', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
DOP 32,250
Current price
DOP 27,412
</span>",55 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 1:00 PM and 6:00 PM.', 'Pets\n\n\nPets are not allowed.']",3
Villa Alexander,"Ariadnis Street, Kalathas, 73100, Greece",9.1Wonderful 137 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$483
</span>",269 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Egli,"Stalós, Stalos, 73100, Greece",8.5Very Good 123 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Airport shuttle', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$449
</span>",301 feet²,"['Quiet hours\n\n\nGuests need be quiet between 3:00 PM and 5:00 PM.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",
Lakoudia,"Pitsidia, Pitsidia, 70200, Greece",8.9Excellent 79 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$257
</span>",538 feet²,['Pets\n\n\nPets are not allowed.'],
Cost Mari Almyrida New by ZAGO Boutiqe hotels,"Almirída, Almyrida, 73008, Greece",9.0Wonderful 62 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
$619
Current price
$496
</span>",215 feet²,['Pets\n\n\nPets are not allowed.'],
Castello Apartments & Studios,"Plakias, Plakias, 74060, Greece",8.7Excellent 354 reviews,"['Airport shuttle (free)', 'Non-smoking rooms', 'Facilities for disabled guests', 'Free parking', 'Free WiFi', 'Family rooms', 'Bar', 'Very Good Breakfast']","<span class=""bui-u-sr-only"">
Price
£238
</span>",183 feet²,['Pets\n\n\nPets are allowed on request. Charges may apply.'],3
Air Brand New Bedrooms,"70014, Anissaras, 70014, Greece",9.7Exceptional 27 reviews,"['Free parking', 'Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
₹ 26,816
Current price
₹ 24,671
</span>",35 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",3
Niki Apartments,"Makry Gialos, Makry Gialos, 71205, Greece",9.1Wonderful 36 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$349
</span>",344 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",
Nostos,"Matala, Matala, 70200, Greece",8.4Very Good 344 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
€ 400
</span>",30 m²,['Pets\n\n\nPets are not allowed.'],3
Urban Studios,"ΤΡΑΝΤΑΛΛΙΔΟΥ 13- 15, Rethymno, 74100, Greece",8.8Excellent 49 reviews,"['Private Parking', 'Airport shuttle', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
$429
</span>",452 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Rena's Home near the beach,"28 Μάχης Ποταμών 3d floor, Rethymno, 74100, Greece",,"['Non-smoking rooms', 'Free WiFi', 'Beachfront']","<span class=""bui-u-sr-only"">
Price
$322
</span>",323 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Paradise Studios,"Mirtos, Ierapetra, Myrtos, 72056, Greece",6.7Pleasant 154 reviews,"['Non-smoking rooms', 'Airport shuttle', 'Beachfront', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
R$ 1,489
</span>",20 m²,['Pets\n\n\nPets are allowed on request. Charges may apply.'],3
Sofia's House,"Eparchiaki Odos Platia - Zakrou, Zekros, 72300, Greece",9.7Exceptional 28 reviews,"['Free WiFi', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 306
Current price
€ 282
</span>",95 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 3:00 PM and 5:00 PM.', 'Pets\n\n\nPets are not allowed.']",3
Kato Stalos Beach,"Old National Road, Stalos, 73100, Greece",9.0Wonderful 146 reviews,"['Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Beachfront', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
€ 315
</span>",20 m²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",3
Villa Stella Apartments,"Agiou Ioanni, Stalís, 70007, Greece",9.5Exceptional 44 reviews,"['2 swimming pools', 'Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
€ 335
</span>",17 m²,['Pets\n\n\nPets are not allowed.'],3
ANATOLI LYGARIA APTs on the beach,"Λυγαρια, Ligaria, 71500, Greece",9.0Wonderful 21 reviews,"['Free parking', 'Free WiFi', 'Family rooms', 'Beachfront']","<span class=""bui-u-sr-only"">
Original price
$429
Current price
$401
</span>",454 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 3:00 PM and 5:00 PM.', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",
"Jasmine Suites ""By Checkin""","Sisi, Sisi, 72054, Greece",9.7Exceptional 4 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Family rooms', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
$376
</span>",323 feet²,['Pets\n\n\nPets are not allowed.'],
Matala View,"Matala, Matala, 70200, Greece",8.2Very Good 281 reviews,"['Free WiFi', 'Airport shuttle', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
€ 330
</span>",,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],3
Vel Boutique Suites,"Agia Galini, Agia Galini, 74056, Greece",9.2Wonderful 30 reviews,"['Free parking', 'Non-smoking rooms', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
₹ 28,692
Current price
₹ 26,397
</span>",55 m²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",3
Art Apartment,"Paleochora, Palaiochora, 73001, Greece",9.4Wonderful 99 reviews,"['Non-smoking rooms', 'Free parking', 'Family rooms', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
XOF 262,383
</span>",31 m²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nPets are not allowed.']",3
