name,location,reviews,facilities,price,size,rules,stars,link
Terra Aeolica,"Arnados , Arnados, 84200, Greece",8.8Excellent 66 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Tea/Coffee Maker in All Rooms']","<span class=""bui-u-sr-only"">
Price
CAD 441
</span>",50 m²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3,https://www.booking.com/hotel/gr/terra-aeolica.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=1910&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=39e041599a710033&srepoch=1685956660&all_sr_blocks=196266504_93666424_2_0_0&highlighted_blocks=196266504_93666424_2_0_0&matching_block_id=196266504_93666424_2_0_0&sr_pri_blocks=196266504_93666424_2_0_0__30600&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Golden Beach Studios & Suites,"Agios Fokas Beach, Tinos, 84200, Greece",8.7Excellent 173 reviews,"['Non-smoking rooms', 'Free parking', 'Room service', 'Facilities for disabled guests', 'Restaurant', 'Free WiFi', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Private beach area', 'Excellent Breakfast']","<span class=""bui-u-sr-only"">
Price
$944
</span>",398 feet²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],,https://www.booking.com/hotel/gr/golden-beach-tinos.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=1910&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=39e041599a710033&srepoch=1685956660&all_sr_blocks=19052603_88563457_4_2_0&highlighted_blocks=19052603_88563457_4_2_0&matching_block_id=19052603_88563457_4_2_0&sr_pri_blocks=19052603_88563457_4_2_0__88600&map_fdco=1&from=searchresults#hotelTmpl
Meltemi Tinos,"Agios Romanos, Tinos, Greece Agios Romanos, Agios Romanos, 84200, Greece",9.5Exceptional 53 reviews,"['Free parking', 'Non-smoking rooms', 'Free WiFi', 'Beachfront', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$322
</span>",334 feet²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",,https://www.booking.com/hotel/gr/meltemi-tinos.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=1910&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=39e041599a710033&srepoch=1685956660&all_sr_blocks=236023803_200969102_3_0_0&highlighted_blocks=236023803_200969102_3_0_0&matching_block_id=236023803_200969102_3_0_0&sr_pri_blocks=236023803_200969102_3_0_0__30200&map_fdco=1&from=searchresults#hotelTmpl
Summer Time - Tinos Apartments,"Ayios Sostis Tinou, Agios Sostis, 84200, Greece",9.1Wonderful 100 reviews,"['Non-smoking rooms', 'Facilities for disabled guests', 'Free parking', 'Free WiFi', 'Beachfront', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
CAD 692
</span>",55 m²,['Pets\n\n\nPets are not allowed.'],3,https://www.booking.com/hotel/gr/summer-time-i-iiiips.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=1910&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=39e041599a710033&srepoch=1685956660&all_sr_blocks=37757503_202624190_0_1_0&highlighted_blocks=37757503_202624190_0_1_0&matching_block_id=37757503_202624190_0_1_0&sr_pri_blocks=37757503_202624190_0_1_0__48000&map_fdco=1&from=searchresults#hotelTmpl
Aegean Muses,"ΤΡΙΑΝΤΑΡΟΣ 84200 ΤΗΝΟΣ, Arnados, 84200, Greece",9.6Exceptional 5 reviews,"['Outdoor swimming pool', 'Free parking', 'Non-smoking rooms', 'Free WiFi']","<span class=""bui-u-sr-only"">
Original price
₪ 5,500
Current price
₪ 5,060
</span>",126 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",,https://www.booking.com/hotel/gr/aegean-muses-tenos.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=1910&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=39e041599a710033&srepoch=1685956660&all_sr_blocks=875182201_356418167_5_0_0&highlighted_blocks=875182201_356418167_5_0_0&matching_block_id=875182201_356418167_5_0_0&sr_pri_blocks=875182201_356418167_5_0_0__136800&map_fdco=1&from=searchresults#hotelTmpl
Elysium Villas,"Αρνάδος  Τήνου, Arnados, 84200, Greece",9.0Wonderful 21 reviews,"['Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
VND 21,378,338
</span>",80 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",4,https://www.booking.com/hotel/gr/elysium-villas.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=1910&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=39e041599a710033&srepoch=1685956660&all_sr_blocks=661145702_270682109_0_0_0&highlighted_blocks=661145702_270682109_0_0_0&matching_block_id=661145702_270682109_0_0_0&sr_pri_blocks=661145702_270682109_0_0_0__84872&from_sustainable_property_sr=1&map_fdco=1&from=searchresults#hotelTmpl
Kyklades,"Agios Ioannis, Agios Ioannis, 84200, Greece",9.4Wonderful 57 reviews,"['Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
¥32,954
Current price
¥31,307
</span>",25 m²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3,https://www.booking.com/hotel/gr/kyklades.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=1910&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=39e041599a710033&srepoch=1685956660&all_sr_blocks=34062601_331247175_0_0_0&highlighted_blocks=34062601_331247175_0_0_0&matching_block_id=34062601_331247175_0_0_0&sr_pri_blocks=34062601_331247175_0_0_0__22200&map_fdco=1&from=searchresults#hotelTmpl
Soulmate's Suites No207,"Agiou Fotodoti, Kionia, 84200, Greece",,"['Swimming pool', 'Free parking', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
£481
</span>",484 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",,https://www.booking.com/hotel/gr/soulmates-suites-tenos1.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=1910&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=39e041599a710033&srepoch=1685956660&all_sr_blocks=1013675101_373965295_4_0_0&highlighted_blocks=1013675101_373965295_4_0_0&matching_block_id=1013675101_373965295_4_0_0&sr_pri_blocks=1013675101_373965295_4_0_0__56000&map_fdco=1&from=searchresults#hotelTmpl
Villa Ioanna,"Kionia, Kionia, 84200, Greece",9.0Wonderful 67 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Beachfront', 'Family rooms', 'Tea/Coffee Maker in All Rooms']","<span class=""bui-u-sr-only"">
Price
$365
</span>",269 feet²,"['Smoking\n\nSmoking is not allowed.', 'Quiet hours\n\n\nGuests need be quiet between 2:00 PM and 6:00 PM.', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",,https://www.booking.com/hotel/gr/ioanna-villa.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=1910&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=39e041599a710033&srepoch=1685956660&all_sr_blocks=31691903_243087301_2_0_0&highlighted_blocks=31691903_243087301_2_0_0&matching_block_id=31691903_243087301_2_0_0&sr_pri_blocks=31691903_243087301_2_0_0__34000&map_fdco=1&from=searchresults#hotelTmpl
Eleana Hotel,"1 Agiou Ioannou, Tinos, 84200, Greece",9.6Exceptional 201 reviews,"['Non-smoking rooms', 'Free WiFi', 'Tea/Coffee Maker in All Rooms']","<span class=""bui-u-sr-only"">
Price
$378
</span>",161 feet²,['Pets\n\n\nPets are not allowed.'],,https://www.booking.com/hotel/gr/eleana-tinos.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=1910&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=39e041599a710033&srepoch=1685956660&all_sr_blocks=466278813_143625273_2_0_0&highlighted_blocks=466278813_143625273_2_0_0&matching_block_id=466278813_143625273_2_0_0&sr_pri_blocks=466278813_143625273_2_0_0__35200&map_fdco=1&from=searchresults#hotelTmpl
Sail Inn,"ΑΓΙΟΣ ΡΩΜΑΝΟΣ, Agios Romanos, 84200, Greece",9.4Wonderful 109 reviews,"['Free parking', 'Non-smoking rooms', 'Free WiFi', 'Room service', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$450
</span>",280 feet²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",,https://www.booking.com/hotel/gr/sail-inn.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=1910&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=39e041599a710033&srepoch=1685956660&all_sr_blocks=44207802_347106994_2_0_0&highlighted_blocks=44207802_347106994_2_0_0&matching_block_id=44207802_347106994_2_0_0&sr_pri_blocks=44207802_347106994_2_0_0__42200&map_fdco=1&from=searchresults#hotelTmpl
PG House in Kalloni Village - Tinos,"Επαρχιακή Οδός Τήνου-Καλλονής, Kalloni Tinou, 84200, Greece",,"['Non-smoking rooms', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 418
Current price
€ 388
</span>",70 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",3,https://www.booking.com/hotel/gr/pg-house-in-kalloni-village-tinos.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-06-26&checkout=2023-06-30&dest_id=1910&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=39e041599a710033&srepoch=1685956660&all_sr_blocks=944158101_366570074_2_0_0&highlighted_blocks=944158101_366570074_2_0_0&matching_block_id=944158101_366570074_2_0_0&sr_pri_blocks=944158101_366570074_2_0_0__41800&map_fdco=1&from=searchresults#hotelTmpl
