name,location,reviews,facilities,price,size,rules,stars
La Maltese Villas,"Eparchiaki Odos Firon - Ias Imerovigli, Imerovigli, 84700, Greece",8.4Very Good 17 reviews,"['Outdoor swimming pool', 'Airport shuttle (free)', 'Non-smoking rooms', 'Room service', 'Free parking', 'Free WiFi', 'Family rooms', 'Terrace']","<span class=""bui-u-sr-only"">
Price
€ 2,720
</span>",120 m²,['Pets\n\n\nPets are not allowed.'],
Tramonto Private Villa,"Monolithos, Monolithos, 84700, Greece",9.5Exceptional 2 reviews,"['Outdoor swimming pool', 'Airport shuttle (free)', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 2,648
Current price
€ 2,119
</span>",90 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",4
Santa Mar ECO Suites,"karterados, Karterados, 84700, Greece",,"['Outdoor swimming pool', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$644
</span>",161 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Luna Rossa,"Luna Rossa Apartments - Eparx odos Firon Oias Imerovigli, Imerovigli, 84700, Greece",9.3Wonderful 225 reviews,"['Outdoor swimming pool', 'Airport shuttle', 'Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms', 'Terrace', 'Exceptional Breakfast']","<span class=""bui-u-sr-only"">
Price
HNL 27,539
</span>",32 m²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nPets are not allowed.']",4
God's View - Smart Cave Suite,"Σαντορίνη(Θήρα) - Θηρασιά, Pyrgos, 84700, Greece",,"['Indoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Free WiFi', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 1,800
</span>",75 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
God's View - Honeymoon suite,"pyrgos kalistis, Pyrgos, 84700, Greece",,"['Airport shuttle', 'Non-smoking rooms', 'Free WiFi', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
RUB 121,658
</span>",75 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
AEGEAN DIAMONDS.....White Diamond,"ΑΓΙΟΣ ΙΩΑΝΝΗΣ ΜΟΝΟΛΥΘΟΣ, Monolithos, 84700, Greece",9.3Wonderful 3 reviews,['Free parking'],"<span class=""bui-u-sr-only"">
Price
ZAR 21,060
</span>",55 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",4
Ioanna'sHome,"Αγιος Γεωργιος Σαντορίνη, Emboríon, 84703, Greece",,"['Free parking', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
CAD 793
</span>",40 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Athiri by A Terre Cave Villas,"Foinikia Oia, Oia, 84702, Greece",7.7Good 7 reviews,"['Free parking', 'Airport shuttle', 'Non-smoking rooms', 'Free WiFi', 'Spa', 'Terrace']","<span class=""bui-u-sr-only"">
Original price
BDT 99,885
Current price
BDT 91,894
</span>",30 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 11:00 PM and 8:00 AM.', 'Pets\n\n\nPets are not allowed.']",3
Villa Irini Studios,"Kamari, Kamari, 84700, Greece",9.1Wonderful 205 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Parking', 'Airport shuttle', 'Room service', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
¥411,540
</span>",25 m²,"['Quiet hours\n\n\nGuests need be quiet between 2:00 PM and 5:00 PM.', 'Pets\n\n\nPets are not allowed.']",3
Kapeli Suites,"SANTORINI, Emboríon, 84703, Greece",,"['Non-smoking rooms', 'Free parking']","<span class=""bui-u-sr-only"">
Original price
₪ 2,373
Current price
₪ 2,183
</span>",,['Pets\n\n\nPets are not allowed.'],
Pegasus Villas,"Imerovigli, Imerovigli, 84700, Greece",8.0Very Good 5 reviews,"['2 swimming pools', 'Airport shuttle', 'Spa', 'Fitness center', 'Room service', 'Restaurant', 'Free parking', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Original price
$6,782
Current price
$5,833
</span>",1023 feet²,['Pets\n\n\nPets are not allowed.'],
Volcanic Spirit,"Megalochori santorini, Megalochori, 84700, Greece",,"['Non-smoking rooms', 'Airport shuttle', 'Free parking', 'Free WiFi']","<span class=""bui-u-sr-only"">
Original price
€ 1,400
Current price
€ 1,120
</span>",35 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",
Sea Sound Villa Perivolos beach,"Eparchiaki Odos Firon-Ormou Perissis, Agios Georgios Thalassiti, 84703, Greece",,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$1,178
</span>",861 feet²,['Pets\n\n\nFree!\nPets are allowed. No extra charges.'],
Living Moments,"Mesaria, Fira, 84700, Greece",,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Terrace']","<span class=""bui-u-sr-only"">
Price
COP 13,684,980
</span>",65 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Romantic & Charming Santorini Villa,"Akrotiri, Akrotiri, 84703, Greece",,"['Free parking', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
€ 1,616
</span>",,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
One of One - Aurelia,"Nikolaou Nomikou One of One, Oia, 84702, Greece",,"['Non-smoking rooms', 'Terrace']","<span class=""bui-u-sr-only"">
Original price
$2,689
Current price
$2,286
</span>",592 feet²,['Pets\n\n\nPets are not allowed.'],
Lerion Luxury Villa,"Akrotiri, Akrotiri, 84700, Greece",,"['Free WiFi', 'Airport shuttle']","<span class=""bui-u-sr-only"">
Original price
₹ 104,360
Current price
₹ 76,809
</span>",66 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",4
Sohora Villa,"Mesa (Episkopi) Gonia, Éxo Goniá, 84700, Greece",,"['Airport shuttle', 'Non-smoking rooms', 'Free parking', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
€ 1,620
Current price
€ 1,215
</span>",190 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",4
Saint George Cave House,"Firostephani, Fira, 84700, Greece",,['Free WiFi'],"<span class=""bui-u-sr-only"">
Price
CAD 3,508
</span>",45 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
Southwest Villa,"Pyrgos Santorini, Pyrgos, 84700, Greece",,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Fitness center', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$5,151
</span>",2325 feet²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",
La Maltese Estate,"Unnamed Road, Imerovigli, 84700, Greece",5.7Fair 12 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Room service', 'Restaurant', 'Free WiFi', 'Family rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
MXN 37,226
Current price
MXN 29,781
</span>",23 m²,['Pets\n\n\nPets are not allowed.'],5
Το Μεγάλο Αμπέλι,"Επαρχιακή Οδός Φηρών-Όρμου Περίσσης, Megalochori, Greece",,"['Free parking', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
AUD 884
</span>",68 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",
Luxury Santorini Villa Villa Luxury Private Pool Sea View Imerovigli,"Pori Beach, Imerovigli, Foinikiá, 847 00, Greece",,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
€ 3,828
</span>",150 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",4
Santorious Spacious Apartment,"Megalochori, Megalochori, 847 00, Greece",,"['Free parking', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
£1,208
</span>",538 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are allowed. Charges may apply.']",3
Santorious Cavehouse,"Megalochori Main Street, 1, Megalochori, 84700, Greece",,"['Free parking', 'Free WiFi']",,,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are allowed. Charges may apply.']",3
w Villa Zantine Emporeio - A Wonderful 1 Bedroom villa Sleeps 3 - Private Pool,"Emporeio, Emporio Santorini, 847 03, Greece",,"['Non-smoking rooms', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
BOB 7,200
</span>",150 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",3
Santorious Family Apartment,"Megalochori Main Street, 1, Megalochori, 84700, Greece",,"['Free parking', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
$1,009
</span>",538 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
NAMA Beach house,"Monolithos, Monolithos, 84700, Greece",7.9Good 37 reviews,"['Non-smoking rooms', 'Airport shuttle', 'Room service', 'Free parking', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
$1,262
</span>",915 feet²,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nPets are not allowed.']",
Private luxury villa with pool&sunbeds,"Φάρος ,Σαντορινη, Akrotiri, 84700, Greece",9.0Wonderful 1 review,"['Swimming pool', 'Free parking']","<span class=""bui-u-sr-only"">
Price
CAD 1,085
</span>",40 m²,"['Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",
PERISSA ARMANI,"Perissa Santorini Santorini, Perissa, 84703, Greece",,,"<span class=""bui-u-sr-only"">
Price
CAD 7,822
</span>",22 m²,['Pets\n\n\nPets are not allowed.'],
Aegean Diamonds.....Black Diamond,"ΑγιοςΙωαννης Μονολιθος, Monolithos, 84700, Greece",,['Free parking'],"<span class=""bui-u-sr-only"">
Price
4,524 zł
</span>",55 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
La Noi Houses,"Exo Gonia, Éxo Goniá, 84700, Greece",8.5Very Good 8 reviews,"['Free parking', 'Room service', 'Free WiFi', 'Family rooms']","<span class=""bui-u-sr-only"">
Price
RUB 41,711
</span>",56 m²,['Pets\n\n\nFree!\nPets are allowed. No extra charges.'],3
Emporio Armani Rooms,"Emporeio santorini, Emporio Santorini, 84703, Greece",,['Free WiFi'],"<span class=""bui-u-sr-only"">
Original price
€ 800
Current price
€ 760
</span>",,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nPets are allowed. Charges may apply.']",
Atrina Canava 1894,"Oia, Oia, 84702, Greece",9.4Wonderful 166 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Airport shuttle', 'Room service', 'Free WiFi', 'Family rooms', 'Terrace', 'Bar']","<span class=""bui-u-sr-only"">
Price
CAD 8,002
</span>",55 m²,['Pets\n\n\nPets are not allowed.'],4
Villa Asterope Luxury Retreat by Pleiades,"Eparchiaki Odos Pirgou Kallistis - Profiti Ilia, Pyrgos, 84700, Greece",,"['Non-smoking rooms', 'Airport shuttle (free)', 'Room service', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
₹ 530,646
</span>",220 m²,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],4
Studio in Old Port of Fira Sea view Santorini,"Old Port, Fira, 84700, Greece",,['Free WiFi'],"<span class=""bui-u-sr-only"">
Price
AED 4,099
</span>",25 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are allowed. Charges may apply.']",3
Tony & Erato Cavehouse,"ΟΡΙΟ ΟΙΚΙΣΜΟΥ ΘΗΡΑΣ - ΕΠΙΣΚΟΠΗΣ ΓΩΝΙΑΣ, Fira, 84700, Greece",,"['Non-smoking rooms', 'Free parking', 'Family rooms', 'Terrace']","<span class=""bui-u-sr-only"">
Price
$ 181,394
</span>",46 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3
Orpheus,"Επαρχιακή Οδός Θηρασιάς-Όρμου Κόρφου, Órmos Athiniós, 84702, Greece",,"['Non-smoking rooms', 'Free WiFi']","<span class=""bui-u-sr-only"">
Original price
₹ 407,536
Current price
₹ 299,947
</span>",,"['Smoking\n\nSmoking is not allowed.', 'Pets\n\n\nFree!\nPets are allowed. No extra charges.']",
Captain's house suites,"Vothonas santorini, Vóthon, 84700, Greece",,"['Free parking', 'Free WiFi', 'Tea/Coffee Maker in All Rooms']",,,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
The Ancient Thera Villa,"ΒΟΘΩΝ ΚΥΚΛΑΔΕΣ ΘΗΡΑ, Vóthon, Vóthon, 84700, Greece",,"['Free parking', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
£1,851
</span>",1292 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",
