name,location,reviews,facilities,price,size,rules,stars,link
Klima Paradise,"Klima Beach, Klíma, 83100, Greece",8.4Very Good 116 reviews,"['Non-smoking rooms', 'Free parking', 'Free WiFi', 'Restaurant']","<span class=""bui-u-sr-only"">
Price
$837
</span>",323 feet²,['Pets\n\n\nPets are not allowed.'],,https://www.booking.com/hotel/gr/klima-paradise-klima.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-24&checkout=2023-07-30&dest_id=2609&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=2c6826167a84006f&srepoch=1685942702&all_sr_blocks=71224001_333360645_2_1_0&highlighted_blocks=71224001_333360645_2_1_0&matching_block_id=71224001_333360645_2_1_0&sr_pri_blocks=71224001_333360645_2_1_0__78000&from=searchresults#hotelTmpl
Aegeon Hotel,"Panepistimiou Aigaiou str., Karlovasi, 83200, Greece",8.3Very Good 132 reviews,"['Outdoor swimming pool', 'Spa', 'Facilities for disabled guests', 'Free parking', 'Restaurant', 'Free WiFi', 'Family rooms', 'Bar', 'Breakfast']","<span class=""bui-u-sr-only"">
Price
CHF 330
</span>",18 m²,['Pets\n\n\nFree!\nPets are allowed. No extra charges.'],3,https://www.booking.com/hotel/gr/aegeon-karlovassi-samos.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-24&checkout=2023-07-30&dest_id=2609&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=2c6826167a84006f&srepoch=1685942702&all_sr_blocks=32833201_169791610_0_1_0&highlighted_blocks=32833201_169791610_0_1_0&matching_block_id=32833201_169791610_0_1_0&sr_pri_blocks=32833201_169791610_0_1_0__33000&from=searchresults#hotelTmpl
Naftilos Residences I,"Ποτοκάκι, Potokáki, 83103, Greece",8.4Very Good 24 reviews,"['Free WiFi', 'Beachfront', 'Free parking', 'Private beach area']","<span class=""bui-u-sr-only"">
Original price
£438
Current price
£403
</span>",323 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",3,https://www.booking.com/hotel/gr/afros-naftilos-residences.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-24&checkout=2023-07-30&dest_id=2609&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=2c6826167a84006f&srepoch=1685942702&all_sr_blocks=476923907_329701739_2_0_0&highlighted_blocks=476923907_329701739_2_0_0&matching_block_id=476923907_329701739_2_0_0&sr_pri_blocks=476923907_329701739_2_0_0__46920&from=searchresults#hotelTmpl
Kerkis Bay,"Main Street, Marathokampos, 83102, Greece",7.8Good 58 reviews,"['Free WiFi', 'Non-smoking rooms', 'Facilities for disabled guests', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Original price
€ 609
Current price
€ 561
</span>",20 m²,['Pets\n\n\nPets are not allowed.'],3,https://www.booking.com/hotel/gr/kerkis-bay.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-24&checkout=2023-07-30&dest_id=2609&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=2c6826167a84006f&srepoch=1685942702&all_sr_blocks=9608407_344012860_2_41_0&highlighted_blocks=9608407_344012860_2_41_0&matching_block_id=9608407_344012860_2_41_0&sr_pri_blocks=9608407_344012860_2_41_0__55200&from=searchresults#hotelTmpl
Polyxeni Hotel,"Pythagoreion, Pythagoreio, 83103, Greece",8.9Excellent 146 reviews,"['Free parking', 'Free WiFi', 'Wonderful Breakfast']","<span class=""bui-u-sr-only"">
Original price
MXN 9,563
Current price
MXN 8,798
</span>",,['Pets\n\n\nFree!\nPets are allowed on request. No extra charges.'],2,https://www.booking.com/hotel/gr/polyxeni-pythagorion.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-24&checkout=2023-07-30&dest_id=2609&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=2c6826167a84006f&srepoch=1685942702&all_sr_blocks=27875402_196360597_2_1_0&highlighted_blocks=27875402_196360597_2_1_0&matching_block_id=27875402_196360597_2_1_0&sr_pri_blocks=27875402_196360597_2_1_0__46920&from=searchresults#hotelTmpl
Amfilissos Hotel,"Balos beach, Koumeika, 83102, Greece",9.6Exceptional 29 reviews,"['Non-smoking rooms', 'Free WiFi', 'Airport shuttle', 'Beachfront', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
CAD 822
</span>",20 m²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nFree!\nPets are allowed on request. No extra charges.']",2,https://www.booking.com/hotel/gr/amfilissos.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-24&checkout=2023-07-30&dest_id=2609&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=2c6826167a84006f&srepoch=1685942702&all_sr_blocks=107325406_85291389_2_1_0&highlighted_blocks=107325406_85291389_2_1_0&matching_block_id=107325406_85291389_2_1_0&sr_pri_blocks=107325406_85291389_2_1_0__52440&from=searchresults#hotelTmpl
Erato Seaside Hotel by Samian Mare,"115, KANARI STR, Karlovasi, 83200, Greece",,"['2 swimming pools', 'Free WiFi', 'Non-smoking rooms', 'Spa', 'Airport shuttle', 'Facilities for disabled guests', 'Restaurant', 'Bar', 'Private beach area', 'Breakfast']","<span class=""bui-u-sr-only"">
Original price
€ 1,830
Current price
€ 1,685
</span>",22 m²,['Pets\n\n\nPets are not allowed.'],4,https://www.booking.com/hotel/gr/erato-karlovasi1.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-24&checkout=2023-07-30&dest_id=2609&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=2c6826167a84006f&srepoch=1685942702&all_sr_blocks=188477410_355606106_2_1_0&highlighted_blocks=188477410_355606106_2_1_0&matching_block_id=188477410_355606106_2_1_0&sr_pri_blocks=188477410_355606106_2_1_0__116693&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Nafsika Villas,"Main Street, Kerveli, 83100, Greece",9.4Wonderful 92 reviews,"['Non-smoking rooms', 'Free parking', 'Room service', 'Beachfront', 'Airport shuttle', 'Free WiFi', 'Family rooms', 'Bar', 'Private beach area']","<span class=""bui-u-sr-only"">
Price
COP 3,088,160
</span>",40 m²,"['Parties\n\n\nParties/events are not allowed', 'Quiet hours\n\n\nGuests need be quiet between 3:00 PM and 5:00 PM.', 'Pets\n\n\nPets are not allowed.']",3,https://www.booking.com/hotel/gr/nafsika-villas.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-24&checkout=2023-07-30&dest_id=2609&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=2c6826167a84006f&srepoch=1685942702&all_sr_blocks=24801502_266114061_0_0_0&highlighted_blocks=24801502_266114061_0_0_0&matching_block_id=24801502_266114061_0_0_0&sr_pri_blocks=24801502_266114061_0_0_0__66000&from=searchresults#hotelTmpl
HOKKUM STUDIOS,"Kokkari, Sámos, Kokkari, 83100, Greece",9.0Wonderful 130 reviews,"['Non-smoking rooms', 'Free WiFi']","<span class=""bui-u-sr-only"">
Price
$528
</span>",269 feet²,"['Smoking\n\nSmoking is not allowed.', 'Parties\n\n\nParties/events are not allowed', 'Pets\n\n\nPets are not allowed.']",,https://www.booking.com/hotel/gr/hokkum-studios.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-24&checkout=2023-07-30&dest_id=2609&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=2c6826167a84006f&srepoch=1685942702&all_sr_blocks=846343202_367572503_2_0_0&highlighted_blocks=846343202_367572503_2_0_0&matching_block_id=846343202_367572503_2_0_0&sr_pri_blocks=846343202_367572503_2_0_0__45264&from=searchresults#hotelTmpl
Villa Glyfos,"Glyfos, Kerveli, 83100, Greece",7.6Good 19 reviews,"['Free WiFi', 'Facilities for disabled guests', 'Beachfront', 'Private beach area']","<span class=""bui-u-sr-only"">
Original price
3,775 zł
Current price
3,172 zł
</span>",78 m²,['Pets\n\n\nFree!\nPets are allowed. No extra charges.'],3,https://www.booking.com/hotel/gr/villa-glyfos.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-24&checkout=2023-07-30&dest_id=2609&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=2c6826167a84006f&srepoch=1685942702&all_sr_blocks=112767505_112875261_0_0_0&highlighted_blocks=112767505_112875261_0_0_0&matching_block_id=112767505_112875261_0_0_0&sr_pri_blocks=112767505_112875261_0_0_0__64584&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Hesperia Hotel,"Karlovasi, Karlovasi, 83200, Greece",8.7Excellent 61 reviews,"['Non-smoking rooms', 'Free parking', 'Room service', 'Free WiFi', 'Beachfront', 'Family rooms']","<span class=""bui-u-sr-only"">
Original price
MXN 5,963
Current price
MXN 5,486
</span>",35 m²,['Pets\n\n\nPets are not allowed.'],2,https://www.booking.com/hotel/gr/hesperia.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-24&checkout=2023-07-30&dest_id=2609&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=2c6826167a84006f&srepoch=1685942702&all_sr_blocks=48238601_91930814_0_0_0&highlighted_blocks=48238601_91930814_0_0_0&matching_block_id=48238601_91930814_0_0_0&sr_pri_blocks=48238601_91930814_0_0_0__29256&from=searchresults#hotelTmpl
Iro's Residence,"Agios Konstantinos, Samos Greece, Ágios Konstantínos, 83100, Greece",9.7Exceptional 59 reviews,"['Outdoor swimming pool', 'Non-smoking rooms', 'Free parking', 'Room service', 'Beachfront', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
$581
</span>",269 feet²,['Pets\n\n\nPets are not allowed.'],,https://www.booking.com/hotel/gr/iro-39-s-residence-agios-konstantinos.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-24&checkout=2023-07-30&dest_id=2609&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=2c6826167a84006f&srepoch=1685942702&all_sr_blocks=836328901_349135121_0_1_0&highlighted_blocks=836328901_349135121_0_1_0&matching_block_id=836328901_349135121_0_1_0&sr_pri_blocks=836328901_349135121_0_1_0__49796&from=searchresults#hotelTmpl
Hotel Angeliki,"Iraíon, Ireon, 83103, Greece",9.1Wonderful 71 reviews,"['Non-smoking rooms', 'Free parking', 'Room service', 'Free WiFi', 'Family rooms', 'Bar']","<span class=""bui-u-sr-only"">
Price
$367
</span>",205 feet²,['Pets\n\n\nPets are not allowed.'],,https://www.booking.com/hotel/gr/hotel-aggeliki.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQi4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvCy3aMGwAIB0gIkYzdkZjg5YzctNDdkNi00OTc3LTk5Y2QtMGM2ZDA2N2NhOTA32AIG4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-24&checkout=2023-07-30&dest_id=2609&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=2c6826167a84006f&srepoch=1685942702&all_sr_blocks=40378501_186335822_0_1_0&highlighted_blocks=40378501_186335822_0_1_0&matching_block_id=40378501_186335822_0_1_0&sr_pri_blocks=40378501_186335822_0_1_0__31464&from=searchresults#hotelTmpl
